time,sfe,ssip,rfip,type
"11/23/2024, 02:40:49",2064,1984,0.0436046511627907,1
"11/23/2024, 02:40:52",2101,2021,0.042836744407425034,1
"11/23/2024, 02:40:55",2138,2058,0.042095416276894296,1
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
"12/14/2024, 05:27:14",7,4,1.0,0
"12/14/2024, 05:27:17",2,1,1.0,0
"12/14/2024, 05:27:20",4,2,1.0,0
"12/14/2024, 05:27:23",10,2,1.0,0
"12/14/2024, 05:27:26",4,0,1.0,0
"12/14/2024, 05:27:29",0,0,1.0,0
"12/14/2024, 05:27:32",6,1,1.0,0
"12/14/2024, 05:27:35",8,0,1.0,0
"12/14/2024, 05:27:38",2,0,1.0,0
"12/14/2024, 05:27:41",6,0,1.0,0
"12/14/2024, 05:27:44",6,0,1.0,0
"12/14/2024, 05:27:47",4,0,1.0,0
"12/14/2024, 05:27:50",6,0,1.0,0
"12/14/2024, 05:27:53",2,0,1.0,0
"12/14/2024, 05:27:56",2,0,1.0,0
"12/14/2024, 05:27:59",4,0,1.0,0
"12/14/2024, 05:28:02",0,0,1.0,0
"12/14/2024, 05:28:05",4,0,1.0,0
"12/14/2024, 05:28:08",6,0,1.0,0
"12/14/2024, 05:28:11",2,0,1.0,0
"12/14/2024, 05:28:14",0,0,1.0,0
"12/14/2024, 05:28:17",0,0,1.0,0
time,sfe,ssip,rfip,type
"12/14/2024, 05:33:24",10,10,0.2,1
"12/14/2024, 05:33:27",47,47,0.0425531914893617,1
"12/14/2024, 05:33:30",36,36,0.024096385542168676,1
"12/14/2024, 05:33:33",120,120,0.016666666666666666,1
"12/14/2024, 05:33:36",157,157,0.012738853503184714,1
"12/14/2024, 05:33:39",193,193,0.010362694300518135,1
"12/14/2024, 05:33:42",230,230,0.008695652173913044,1
"12/14/2024, 05:33:45",266,266,0.007518796992481203,1
"12/14/2024, 05:33:48",37,37,0.006600660066006601,1
"12/14/2024, 05:33:51",340,340,0.0058823529411764705,1
"12/14/2024, 05:33:54",36,36,0.005319148936170213,1
"12/14/2024, 05:33:57",413,413,0.004842615012106538,1
"12/14/2024, 05:34:00",450,450,0.0044444444444444444,1
"12/14/2024, 05:34:03",486,486,0.00411522633744856,1
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
