3,2,1.0,0
-2,-2,1.0,0
10,5,1.0,0
-10,-5,1.0,0
14,6,1.0,0
-14,-6,1.0,0
18,7,1.0,0
-18,-7,1.0,0
20,7,1.0,0
-20,-7,1.0,0
24,9,1.0,0
-24,-9,1.0,0
30,9,1.0,0
-30,-9,1.0,0
38,10,1.0,0
-38,-10,1.0,0
38,10,1.0,0
-38,-10,1.0,0
48,10,1.0,0
-48,-10,1.0,0
50,10,1.0,0
-50,-10,1.0,0
52,10,1.0,0
-52,-10,1.0,0
58,10,1.0,0
-58,-10,1.0,0
58,10,1.0,0
-58,-10,1.0,0
60,10,1.0,0
-60,-10,1.0,0
66,10,1.0,0
-66,-10,1.0,0
72,10,1.0,0
-72,-10,1.0,0
72,10,1.0,0
-72,-10,1.0,0
74,10,1.0,0
-74,-10,1.0,0
78,10,1.0,0
-78,-10,1.0,0
80,10,1.0,0
-80,-10,1.0,0
80,10,1.0,0
-80,-10,1.0,0
84,10,1.0,0
-84,-10,1.0,0
84,10,1.0,0
-84,-10,1.0,0
88,10,1.0,0
-88,-10,1.0,0
88,10,1.0,0
-88,-10,1.0,0
88,10,1.0,0
-88,-10,1.0,0
88,10,1.0,0
-88,-10,1.0,0
88,10,1.0,0
-88,-10,1.0,0
88,10,1.0,0
-88,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
239,238,0.008403361344537815,1
-238,-238,1.0,1
536,536,0.0037313432835820895,1
-536,-536,1.0,1
833,833,0.0024009603841536613,1
-833,-833,1.0,1
1018,1018,0.0019646365422396855,1
-1018,-1018,1.0,1
1217,1217,0.0016433853738701725,1
-1217,-1217,1.0,1
1416,1416,0.0014124293785310734,1
-1416,-1416,1.0,1
1614,1614,0.0012391573729863693,1
-1614,-1614,1.0,1
1813,1813,0.0011031439602868175,1
-1813,-1813,1.0,1
2002,2002,0.000999000999000999,1
-2002,-2002,1.0,1
2107,2107,0.0009492168960607499,1
-2107,-2107,1.0,1
2256,2256,0.0008865248226950354,1
-2256,-2256,1.0,1
2406,2406,0.0008312551953449709,1
-2406,-2406,1.0,1
2555,2555,0.0007827788649706458,1
-2555,-2555,1.0,1
2704,2704,0.0007396449704142012,1
-2704,-2704,1.0,1
2854,2854,0.000700770847932726,1
-2854,-2854,1.0,1
3002,3002,0.0006662225183211193,1
-3002,-3002,1.0,1
3080,3080,0.0006493506493506494,1
-3080,-3080,1.0,1
3200,3200,0.000625,1
-3200,-3200,1.0,1
3319,3319,0.0006025911419102139,1
-3319,-3319,1.0,1
3439,3439,0.0005815644082582146,1
-3439,-3439,1.0,1
3559,3559,0.000561955605507165,1
-3559,-3559,1.0,1
3678,3678,0.000543773790103317,1
-3678,-3678,1.0,1
3798,3798,0.000526592943654555,1
-3798,-3798,1.0,1
3918,3918,0.0005104645227156713,1
-3918,-3918,1.0,1
4002,4002,0.0004997501249375312,1
-4002,-4002,1.0,1
4095,4095,0.0004884004884004884,1
-4095,-4095,1.0,1
4195,4195,0.0004767580452920143,1
-4195,-4195,1.0,1
4295,4295,0.00046565774155995343,1
-4295,-4295,1.0,1
4394,4394,0.0004551661356395084,1
-4394,-4394,1.0,1
4494,4494,0.0004450378282153983,1
-4494,-4494,1.0,1
4594,4594,0.00043535045711797995,1
-4594,-4594,1.0,1
4693,4693,0.0004261666311527807,1
-4693,-4693,1.0,1
4793,4793,0.00041727519298977677,1
-4793,-4793,1.0,1
4893,4893,0.0004087471898630697,1
-4893,-4893,1.0,1
4992,4992,0.00040064102564102563,1
-4992,-4992,1.0,1
5050,5050,0.00039603960396039607,1
-5050,-5050,1.0,1
5135,5135,0.00038948393378773126,1
-5135,-5135,1.0,1
5220,5220,0.0003831417624521073,1
-5220,-5220,1.0,1
5306,5306,0.0003769317753486619,1
-5306,-5306,1.0,1
5391,5391,0.0003709886848451122,1
-5391,-5391,1.0,1
5477,5477,0.0003651634106262553,1
-5477,-5477,1.0,1
5562,5562,0.0003595828838547285,1
-5562,-5562,1.0,1
5648,5648,0.0003541076487252125,1
-5648,-5648,1.0,1
5733,5733,0.00034885749171463456,1
-5733,-5733,1.0,1
5819,5819,0.00034370166695308474,1
-5819,-5819,1.0,1
5904,5904,0.00033875338753387534,1
-5904,-5904,1.0,1
5990,5990,0.000333889816360601,1
-5990,-5990,1.0,1
6041,6041,0.00033107101473266014,1
-6041,-6041,1.0,1
6116,6116,0.0003270111183780249,1
-6116,-6116,1.0,1
6190,6190,0.00032310177705977385,1
-6190,-6190,1.0,1
6265,6265,0.0003192338387869114,1
-6265,-6265,1.0,1
6340,6340,0.0003154574132492114,1
-6340,-6340,1.0,1
6415,6415,0.0003117692907248636,1
-6415,-6415,1.0,1
6489,6489,0.0003082139004469102,1
-6489,-6489,1.0,1
6564,6564,0.0003046922608165753,1
-6564,-6564,1.0,1
6639,6639,0.0003012501882813677,1
-6639,-6639,1.0,1
6714,6714,0.0002978850163836759,1
-6714,-6714,1.0,1
6789,6789,0.0002945941964943291,1
-6789,-6789,1.0,1
6863,6863,0.0002914177473408131,1
-6863,-6863,1.0,1
6938,6938,0.0002882675122513693,1
-6938,-6938,1.0,1
7002,7002,0.00028563267637817766,1
-7002,-7002,1.0,1
7055,7055,0.00028348688873139615,1
-7055,-7055,1.0,1
7122,7122,0.0002808199943836001,1
-7122,-7122,1.0,1
7188,7188,0.0002782415136338342,1
-7188,-7188,1.0,1
7255,7255,0.0002756719503790489,1
-7255,-7255,1.0,1
7321,7321,0.0002731867231252561,1
-7321,-7321,1.0,1
7388,7388,0.0002707092582566324,1
-7388,-7388,1.0,1
7454,7454,0.00026831231553528306,1
-7454,-7454,1.0,1
7502,7502,0.00026659557451346307,1
-7502,-7502,1.0,1
7558,7558,0.0002646202699126753,1
-7558,-7558,1.0,1
7618,7618,0.00026253609871357313,1
-7618,-7618,1.0,1
7678,7678,0.00026048450117218026,1
-7678,-7678,1.0,1
7737,7737,0.00025849812588858733,1
-7737,-7737,1.0,1
7797,7797,0.00025650891368475054,1
-7797,-7797,1.0,1
7857,7857,0.0002545500827287769,1
-7857,-7857,1.0,1
7917,7917,0.00025262094227611467,1
-7917,-7917,1.0,1
7977,7977,0.00025072082236429733,1
-7977,-7977,1.0,1
8016,8016,0.000249500998003992,1
-8016,-8016,1.0,1
8076,8076,0.00024764735017335313,1
-8076,-8076,1.0,1
8136,8136,0.0002458210422812193,1
-8136,-8136,1.0,1
8196,8196,0.0002440214738897023,1
-8196,-8196,1.0,1
8255,8255,0.00024227740763173834,1
-8255,-8255,1.0,1
8315,8315,0.00024052916416115455,1
-8315,-8315,1.0,1
8375,8375,0.00023880597014925374,1
-8375,-8375,1.0,1
8435,8435,0.00023710729104919976,1
-8435,-8435,1.0,1
8495,8495,0.00023543260741612713,1
-8495,-8495,1.0,1
8655,8655,0.00023108030040439053,1
-8655,-8655,1.0,1
8951,8951,0.00022343872193051055,1
-8951,-8951,1.0,1
9245,9245,0.00021633315305570578,1
-9245,-9245,1.0,1
9502,9502,0.00021048200378867606,1
-9502,-9502,1.0,1
9653,9653,0.00020718947477468144,1
-9653,-9653,1.0,1
9849,9849,0.0002030663011473246,1
-9849,-9849,1.0,1
10046,10046,0.00019908421262193908,1
-10046,-10046,1.0,1
10242,10242,0.00019527436047646945,1
-10242,-10242,1.0,1
10439,10439,0.0001915892326851231,1
-10439,-10439,1.0,1
10550,10550,0.0001895734597156398,1
-10550,-10550,1.0,1
10698,10698,0.0001869508319312021,1
-10698,-10698,1.0,1
10846,10846,0.00018439977872026554,1
-10846,-10846,1.0,1
0,0,1.0,1
10888,10888,0.0001836884643644379,1
-10888,-10888,1.0,1
10996,10996,0.00018188432157148054,1
1,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
1,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
0,0,1.0,0
4,4,1.0,0
-4,-4,1.0,0
8,6,1.0,0
-8,-6,1.0,0
10,7,1.0,0
-10,-7,1.0,0
14,8,1.0,0
-14,-8,1.0,0
0,0,1.0,0
18,10,1.0,0
-18,-10,1.0,0
24,10,1.0,0
4,0,1.0,0
-28,-10,1.0,0
38,10,1.0,0
-38,-10,1.0,0
0,0,1.0,0
42,10,1.0,0
2,0,1.0,0
-44,-10,1.0,0
0,0,1.0,0
48,10,1.0,0
4,0,1.0,0
-52,-10,1.0,0
0,0,1.0,0
56,10,1.0,0
0,0,1.0,0
-56,-10,1.0,0
58,10,1.0,0
-58,-10,1.0,0
64,10,1.0,0
-64,-10,1.0,0
66,10,1.0,0
-66,-10,1.0,0
68,10,1.0,0
-68,-10,1.0,0
70,10,1.0,0
-70,-10,1.0,0
72,10,1.0,0
-72,-10,1.0,0
74,10,1.0,0
-74,-10,1.0,0
0,0,1.0,0
78,10,1.0,0
2,0,1.0,0
-80,-10,1.0,0
80,10,1.0,0
-80,-10,1.0,0
82,10,1.0,0
-82,-10,1.0,0
82,10,1.0,0
-82,-10,1.0,0
0,0,1.0,0
84,10,1.0,0
-84,-10,1.0,0
84,10,1.0,0
4,0,1.0,0
-88,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
90,10,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
0,0,1.0,0
-90,-10,1.0,0
0,0,1.0,0
90,10,1.0,0
1,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
0,0,1.0,1
