time,sfe,ssip,rfip,type
"12/14/2024, 05:33:42",-230,-230,1.0,1
"12/14/2024, 05:33:45",0,0,1.0,1
"12/14/2024, 05:33:48",-303,-303,1.0,1
"12/14/2024, 05:33:51",0,0,1.0,1
"12/14/2024, 05:33:54",-376,-376,1.0,1
"12/14/2024, 05:33:57",-413,-413,1.0,1
"12/14/2024, 05:34:00",-450,-450,1.0,1
"12/14/2024, 05:34:03",-486,-486,1.0,1
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
time,sfe,ssip,rfip,type
